"country","year","democracy","GDP","Status","fiw","lndn13","logGDP","GDP_growth","ntl_growth"
"Afghanistan",1992,0,NA,"NF",5,-3.6176536,NA,NA,NA
"Afghanistan",1993,0,NA,"NF",6,-3.9386485,NA,NA,-0.3209949
"Afghanistan",1994,0,NA,"NF",6,-3.8534727,NA,NA,0.0851758
"Afghanistan",1995,0,NA,"NF",6,-3.5551238,NA,NA,0.2983489
"Afghanistan",1996,0,NA,"NF",6,-3.5520501,NA,NA,0.00307369999999985
"Afghanistan",1997,0,NA,"NF",6,-3.8120928,NA,NA,-0.2600427
"Afghanistan",1998,0,NA,"NF",6,-3.4707062,NA,NA,0.3413866
"Afghanistan",1999,0,NA,"NF",6,-3.7417908,NA,NA,-0.2710846
"Afghanistan",2000,0,NA,"NF",6,-3.4296947,NA,NA,0.3120961
"Afghanistan",2001,0,NA,"NF",6,-3.6705751,NA,NA,-0.2408804
"Afghanistan",2002,0,1.8547e+11,"NF",5,-3.1316476,25.9461589808476,NA,0.5389275
"Afghanistan",2003,0,2.01132e+11,"NF",5,-3.0509334,26.0272272458795,0.0810682650319272,0.0807142000000001
"Afghanistan",2004,0,2.03255e+11,"NF",4.5,-2.5884616,26.0377271853178,0.010499939438219,0.4624718
"Afghanistan",2005,0,2.25969e+11,"PF",4,-2.3812006,26.1436636586687,0.10593647335094,0.207261
"Afghanistan",2006,0,2.3852e+11,"PF",4,-2.3668916,26.1977190012013,0.0540553425326245,0.0143089999999999
"Afghanistan",2007,0,2.71293e+11,"PF",4,-2.3078375,26.3264652545829,0.128746253381571,0.0590541
"Afghanistan",2008,0,2.8109e+11,"NF",4.5,-2.3422456,26.3619407396975,0.0354754851145813,-0.0344080999999998
"Afghanistan",2009,0,3.40177e+11,"NF",5,-2.2538278,26.5527319073329,0.190791167635396,0.0884178000000002
"Afghanistan",2010,0,3.68865e+11,"NF",5,-1.6550907,26.6336965603876,0.0809646530547568,0.5987371
"Afghanistan",2011,0,3.91416e+11,"NF",5,-1.7559271,26.6930367699691,0.0593402095815136,-0.1008364
"Afghanistan",2012,0,4.47916e+11,"NF",5,-1.5664774,26.8278715517811,0.134834781811936,0.1894497
"Afghanistan",2013,0,4.6688e+11,"NF",5,-1.6589947,26.8693381022808,0.0414665504997593,-0.0925173000000001
"Albania",1992,1,2.14609e+11,"PF",2.5,-1.3897488,26.0920836047538,NA,NA
"Albania",1993,1,2.35212e+11,"PF",2,-0.38457862,26.1837530720776,0.0916694673237224,1.00517018
"Albania",1994,1,2.54734e+11,"PF",2.5,0.0085609816,26.2634857004036,0.0797326283260631,0.3931396016
"Albania",1995,1,2.88614e+11,"PF",2.5,0.35368454,26.3883559921581,0.124870291754505,0.3451235584
"Albania",1996,1,3.14878e+11,"PF",3,0.21729784,26.4754510991641,0.0870951070059931,-0.1363867
"Albania",1997,1,2.8276e+11,"PF",3,0.12168115,26.3678643182492,-0.107586780914946,-0.09561669
"Albania",1998,1,3.18671e+11,"PF",3.5,0.25743756,26.4874250595636,0.119560741314441,0.13575641
"Albania",1999,1,3.50857e+11,"PF",3.5,0.4186919,26.5836445699919,0.0962195104283197,0.16125434
"Albania",2000,1,3.76469e+11,"PF",3.5,0.63599277,26.6541015434791,0.0704569734871328,0.21730087
"Albania",2001,1,4.02822e+11,"PF",2.5,0.61187977,26.7217606139756,0.0676590704965356,-0.0241129999999999
"Albania",2002,1,4.14504e+11,"PF",2,0.72442663,26.7503484616561,0.0285878476805443,0.11254686
"Albania",2003,1,4.38131e+11,"PF",2,0.57843935,26.8057837893633,0.0554353277071833,-0.14598728
"Albania",2004,1,4.6398e+11,"PF",2,0.68274051,26.8631072847954,0.0573234954320903,0.10430116
"Albania",2005,1,4.89499e+11,"PF",2,0.71014887,26.916648256014,0.0535409712185597,0.02740836
"Albania",2006,1,5.13974e+11,"PF",2,0.71494037,26.9654385174646,0.0487902614506197,0.00479149999999995
"Albania",2007,1,5.44299e+11,"PF",2,0.77792811,27.0227645651628,0.0573260476981652,0.06298774
"Albania",2008,1,5.8621e+11,"PF",2,1.0173173,27.0969439241019,0.074179358939169,0.23938919
"Albania",2009,1,6.05555e+11,"PF",2,0.83640337,27.1294112298359,0.0324673057339417,-0.18091393
"Albania",2010,1,6.26749e+11,"PF",2,1.2324538,27.163811978451,0.0344007486151661,0.39605043
"Albania",2011,1,6.45552e+11,"PF",2,1.1769392,27.1933716016957,0.0295596232446798,-0.0555146
"Albania",2012,1,6.53944e+11,"PF",2,1.2109976,27.2062875578261,0.0129159561303887,0.0340583999999999
"Albania",2013,1,6.62445e+11,"PF",2,1.2917199,27.2192033724926,0.0129158146665063,0.0807222999999999
"Algeria",1992,0,2.14733e+11,"NF",5.5,-0.73564994,26.0926612328612,NA,NA
"Algeria",1993,0,2.10224e+11,"NF",5.5,-0.79779804,26.0714394658459,-0.0212217670153727,-0.0621481
"Algeria",1994,0,2.08332e+11,"NF",6,-0.84917796,26.0623987979942,-0.00904066785165369,-0.05137992
"Algeria",1995,0,2.16249e+11,"NF",5,-0.65964794,26.0996963584703,0.0372975604760271,0.18953002
"Algeria",1996,0,2.25115e+11,"NF",5,-0.67775989,26.1398772196891,0.0401808612188965,-0.01811195
"Algeria",1997,0,2.27591e+11,"NF",5,-0.78312522,26.1508159953587,0.0109387756695973,-0.10536533
"Algeria",1998,0,2.39198e+11,"NF",4.5,-0.73202109,26.2005574977839,0.0497415024251744,0.0511041299999999
"Algeria",1999,0,2.46852e+11,"NF",4.5,-0.79712319,26.2320548037047,0.0314973059208299,-0.0651020999999999
"Algeria",2000,0,2.52283e+11,"NF",4.5,-0.69277281,26.2538173102202,0.0217625065154827,0.10435038
"Algeria",2001,0,2.6392e+11,"NF",4.5,-0.75030422,26.2989118638667,0.0450945536465071,-0.0575314099999999
"Algeria",2002,0,2.78699e+11,"NF",4.5,-0.74898136,26.3533981833403,0.0544863194735896,0.00132285999999993
"Algeria",2003,0,2.98766e+11,"NF",4.5,-0.87872165,26.4229264952434,0.0695283119030634,-0.12974029
"Algeria",2004,0,3.11613e+11,"NF",4.5,-0.76627791,26.4650278702268,0.0421013749833961,0.11244374
"Algeria",2005,0,3.29998e+11,"NF",4.5,-0.80770355,26.5223524307825,0.057324560555724,-0.04142564
"Algeria",2006,0,3.35608e+11,"NF",4.5,-0.66735989,26.5392096491576,0.0168572183750975,0.14034366
"Algeria",2007,0,3.47018e+11,"NF",4.5,-0.62010759,26.5726424887467,0.033432839589139,0.0472522999999999
"Algeria",2008,0,3.53959e+11,"NF",4.5,-0.5076111,26.5924469241636,0.0198044354168339,0.11249649
"Algeria",2009,0,3.59622e+11,"NF",4.5,-0.63749605,26.6083193167604,0.0158723925968047,-0.12988495
"Algeria",2010,0,3.72569e+11,"NF",4.5,-0.098256588,26.6436880925115,0.0353687757511025,0.539239462
"Algeria",2011,0,3.83001e+11,"NF",4.5,-0.25081319,26.6713034370897,0.0276153445782157,-0.152556602
"Algeria",2012,0,3.9564e+11,"NF",4.5,-0.15157667,26.7037705438181,0.0324671067283475,0.09923652
"Algeria",2013,0,4.06322e+11,"NF",4.5,-0.14564943,26.7304117856561,0.0266412418380177,0.00592724
"Andorra",1992,0,652451858.3,"-",NA,2.6704378,20.2962479140561,NA,NA
"Andorra",1993,1,645721871.5,"F",0.5,2.6634831,20.2858794295645,-0.0103684844916145,-0.00695470000000009
"Andorra",1994,1,661110684.6,"F",0,2.7721593,20.3094318340247,0.0235524044602045,0.1086762
"Andorra",1995,1,679340771.9,"F",0,2.893008,20.3366334328226,0.0272015987979515,0.1208487
"Andorra",1996,1,710928364.8,"F",0,2.7962925,20.382082229949,0.0454487971263831,-0.0967155000000002
"Andorra",1997,1,775393031.1,"F",0,2.8035181,20.4688805956704,0.0867983657213891,0.00722559999999994
"Andorra",1998,1,800165194.3,"F",0,2.8182814,20.5003287571905,0.0314481615200926,0.0147633000000003
"Andorra",1999,1,832964614.9,"F",0,2.8943498,20.5405017201172,0.0401729629267287,0.0760684
"Andorra",2000,1,842675208.7,"F",0,2.9039831,20.5520921614182,0.0115904413009709,0.00963329999999996
"Andorra",2001,1,941860379.1,"F",0,2.9839981,20.6633676040394,0.111275442621231,0.0800149999999999
"Andorra",2002,1,997188105.1,"F",0,3.0198975,20.7204499812433,0.0570823772038835,0.0358993999999999
"Andorra",2003,1,1064542033,"F",0,2.7571025,20.785810527662,0.0653605464186846,-0.262795
"Andorra",2004,1,1133575563,"F",0,2.8579853,20.8486426891218,0.06283216145982,0.1008828
"Andorra",2005,1,1200659008,"F",0,2.8808382,20.9061364163332,0.057493727211412,0.0228528999999997
"Andorra",2006,1,1282182976,"F",0,2.8336122,20.9718299122494,0.0656934959162285,-0.0472259999999998
"Andorra",2007,1,1300493466,"F",0,2.8254666,20.9860096186189,0.0141797063694646,-0.0081456000000002
"Andorra",2008,1,1346930670,"F",0,3.0160599,21.0210942631168,0.0350846444979247,0.1905933
"Andorra",2009,1,NA,"F",0,3.0548365,NA,NA,0.0387765999999998
"Andorra",2010,1,NA,"F",0,3.171216,NA,NA,0.1163795
"Andorra",2011,1,NA,"F",0,3.0132391,NA,NA,-0.1579769
"Andorra",2012,1,NA,"F",0,3.0367062,NA,NA,0.0234671
"Andorra",2013,1,NA,"F",0,3.0959613,NA,NA,0.0592551000000001
"Angola",1992,0,3.91085e+11,"NF",5,-3.2857316,26.6921907646101,NA,NA
"Angola",1993,0,2.94487e+11,"NF",6,-3.4782155,26.4085006964491,-0.283690068160922,-0.1924839
"Angola",1994,0,3.04794e+11,"NF",6,-3.6203957,26.4429019755258,0.0344012790766399,-0.1421802
"Angola",1995,0,3.36493e+11,"NF",5,-3.4665079,26.5418431834374,0.0989412079116292,0.1538878
"Angola",1996,0,3.7418e+11,"NF",5,-3.2756059,26.6480028020037,0.106159618566277,0.190902
"Angola",1997,0,4.0374e+11,"NF",5,-3.2910078,26.7240369433747,0.0760341413710073,-0.0154019000000001
"Angola",1998,0,4.31214e+11,"NF",5,-3.1326027,26.7898703235466,0.0658333801719166,0.1584051
"Angola",1999,0,4.45184e+11,"NF",5,-3.1199536,26.8217535167981,0.0318831932515096,0.0126491
"Angola",2000,0,4.58594e+11,"NF",5,-3.069237,26.8514311239876,0.0296776071895195,0.0507165999999999
"Angola",2001,0,4.77951e+11,"NF",5,-3.076304,26.8927740537231,0.0413429297354213,-0.00706699999999971
"Angola",2002,0,5.44012e+11,"NF",4.5,-3.0607126,27.0222371423826,0.129463088659531,0.0155913999999999
"Angola",2003,0,5.72559e+11,"NF",4.5,-3.2242062,27.0733816238334,0.0511444814507911,-0.1634936
"Angola",2004,0,6.34851e+11,"NF",4.5,-2.9486873,27.1766561626362,0.103274538802829,0.2755189
"Angola",2005,0,7.50784e+11,"NF",4.5,-2.9770141,27.3443838308297,0.167727668193457,-0.0283267999999999
"Angola",2006,0,9.0646e+11,"NF",4.5,-2.7766039,27.5328127404093,0.18842890957967,0.2004102
"Angola",2007,0,1.11126e+12,"NF",4.5,-2.6631565,27.7365156226092,0.203702882199838,0.1134474
"Angola",2008,0,1.2648e+12,"NF",4.5,-2.3543823,27.8659351228417,0.129419500232498,0.3087742
"Angola",2009,0,1.29532e+12,"NF",4.5,-2.2397063,27.8897788848019,0.0238437619602543,0.114676
"Angola",2010,0,1.33946e+12,"NF",4.5,-1.7587962,27.9232876635964,0.0335087787945092,0.4809101
"Angola",2011,0,1.39195e+12,"NF",4.5,-1.8326424,27.9617267576554,0.0384390940589867,-0.0738462
"Angola",2012,0,1.46417e+12,"NF",4.5,-1.6577593,28.0123096449448,0.0505828872893943,0.1748831
"Angola",2013,0,1.52361e+12,"NF",4.5,-1.6525681,28.0521036349318,0.0397939899869719,0.00519119999999984
"Antigua & Barbuda",1992,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",1993,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",1994,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",1995,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",1996,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",1997,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",1998,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",1999,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2000,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2001,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2002,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2003,0,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2004,1,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2005,1,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2006,1,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2007,1,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2008,1,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2009,1,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2010,1,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2011,1,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2012,1,NA,NA,NA,NA,NA,NA,NA
"Antigua & Barbuda",2013,1,NA,NA,NA,NA,NA,NA,NA
"Argentina",1992,1,4.28665e+11,"F",1.5,-1.0115526,26.7839415650434,NA,NA
"Argentina",1993,1,4.53985e+11,"F",1.5,-0.73669314,26.8413299947944,0.0573884297509366,0.27485946
"Argentina",1994,1,4.80481e+11,"F",1.5,-0.75842071,26.8980535224313,0.0567235276369864,-0.02172757
"Argentina",1995,1,4.6681e+11,"F",1.5,-0.51928151,26.8691881595801,-0.0288653628512634,0.2391392
"Argentina",1996,1,4.92609e+11,"F",1.5,-0.52481514,26.9229815928679,0.0537934332878116,-0.00553362999999996
"Argentina",1997,1,5.32565e+11,"F",1.5,-0.58796453,27.0009707928083,0.0779891999403795,-0.0631493900000001
"Argentina",1998,1,5.5307e+11,"F",2,-0.49427548,27.0387504127364,0.0377796199280915,0.0936890500000001
"Argentina",1999,1,5.34346e+11,"F",1.5,-0.44984326,27.004309406159,-0.0344410065773957,0.04443222
"Argentina",2000,1,5.3013e+11,"F",0.5,-0.39659911,26.9963880964345,-0.0079213097244839,0.05324415
"Argentina",2001,1,5.06757e+11,"PF",2,-0.41617623,26.9512974357006,-0.0450906607338588,-0.01957712
"Argentina",2002,1,4.51549e+11,"PF",2,-0.39758468,26.8359497310466,-0.115347704654038,0.01859155
"Argentina",2003,1,4.91452e+11,"F",1,-0.55670238,26.9206301115408,0.0846803804941665,-0.1591177
"Argentina",2004,1,5.35828e+11,"F",1,-0.48562604,27.0070790509968,0.0864489394560835,0.0710763400000001
"Argentina",2005,1,5.85116e+11,"F",1,-0.51157779,27.0950759551196,0.0879969041227362,-0.0259517500000001
"Argentina",2006,1,6.34055e+11,"F",1,-0.3946853,27.1754015384096,0.0803255832900724,0.11689249
"Argentina",2007,1,6.84798e+11,"F",1,-0.38275999,27.2523897412089,0.0769882027992814,0.01192531
"Argentina",2008,1,7.06041e+11,"F",1,-0.24638306,27.2829391464078,0.0305494051989044,0.13637693
"Argentina",2009,1,7.06398e+11,"F",1,-0.25367594,27.2834446549751,0.000505508567240298,-0.00729288
"Argentina",2010,1,7.70936e+11,"F",1,0.075133078,27.3708711979852,0.0874265430101033,0.328809018
"Argentina",2011,1,8.36889e+11,"F",1,-0.02699613,27.4529572821541,0.0820860841689104,-0.102129208
"Argentina",2012,1,8.44807e+11,"F",1,0.062273566,27.4623740358489,0.00941675369483974,0.089269696
"Argentina",2013,1,8.69739e+11,"F",1,0.046496969,27.491459003586,0.0290849677371092,-0.015776597
"Armenia",1992,0,6.07815e+11,"PF",2.5,-0.32499054,27.1331363962954,NA,NA
"Armenia",1993,0,5.54327e+11,"PF",2.5,-0.10155455,27.0410206022707,-0.0921157940246964,0.22343599
"Armenia",1994,0,5.84261e+11,"PF",2.5,-0.33045509,27.0936136377448,0.0525930354741746,-0.22890054
"Armenia",1995,0,6.24575e+11,"PF",3,-0.42308387,27.160337255378,0.0667236176331123,-0.09262878
"Armenia",1996,0,6.61209e+11,"PF",3.5,-0.064586714,27.2173358144159,0.0569985590379396,0.358497156
"Armenia",1997,0,6.83168e+11,"PF",3.5,0.023987204,27.2500066399163,0.0326708255004355,0.088573918
"Armenia",1998,0,7.3304e+11,"PF",3,0.22402912,27.3204661076034,0.0704594676870443,0.200041916
"Armenia",1999,1,7.5723e+11,"PF",3,-0.16238204,27.3529328751481,0.0324667675447188,-0.38641116
"Armenia",2000,1,8.01906e+11,"PF",3,0.1330082,27.4102572309611,0.0573243558130194,0.29539024
"Armenia",2001,1,8.78542e+11,"PF",3,0.025086658,27.5015295521957,0.0912723212345945,-0.107921542
"Armenia",2002,1,9.94389e+11,"PF",3,0.25985989,27.6253943151348,0.123864762939125,0.234773232
"Armenia",2003,0,1.13401e+12,"PF",3,0.18849601,27.7567811395374,0.131386824402551,-0.07136388
"Armenia",2004,0,1.25272e+12,"PF",3.5,0.25358576,27.8563383031836,0.0995571636462209,0.06508975
"Armenia",2005,0,1.42641e+12,"PF",3.5,0.37203851,27.986181914127,0.129843610943368,0.11845275
"Armenia",2006,0,1.61467e+12,"PF",3.5,0.42858627,28.1101517173587,0.123969803231766,0.05654776
"Armenia",2007,0,1.83668e+12,"PF",3.5,0.63474435,28.238980709927,0.128828992568309,0.20615808
"Armenia",2008,0,1.96341e+12,"PF",4,0.8883034,28.3057038733975,0.0667231634704848,0.25355905
"Armenia",2009,0,1.68558e+12,"PF",4,0.61785072,28.1531308341548,-0.152573039242728,-0.27045268
"Armenia",2010,0,1.72267e+12,"PF",4,1.0588641,28.1748965287234,0.0217656945685896,0.44101338
"Armenia",2011,0,1.80363e+12,"PF",4,1.0572371,28.2208224167549,0.045925888031487,-0.00162700000000005
"Armenia",2012,0,1.93349e+12,"PF",3.5,1.2665603,28.2903477760125,0.0695253592575789,0.2093232
"Armenia",2013,0,2.00117e+12,"PF",3.5,1.1407323,28.3247531254427,0.0344053494302443,-0.125828
"Australia",1992,1,7.51978e+11,"F",0,-1.9745964,27.3459729051492,NA,NA
"Australia",1993,1,7.83076e+11,"F",0,-1.8682306,27.3864955908068,0.04052268565761,0.1063658
"Australia",1994,1,8.14696e+11,"F",0,-1.8699603,27.4260808744682,0.0395852836614452,-0.00172970000000006
"Australia",1995,1,8.45106e+11,"F",0,-1.6993554,27.4627279002232,0.0366470257549416,0.1706049
"Australia",1996,1,8.78445e+11,"F",0,-1.7268083,27.5014191358977,0.0386912356745341,-0.0274529000000001
"Australia",1997,1,9.13099e+11,"F",0,-1.7955637,27.5401101453978,0.0386910095001198,-0.0687553999999999
"Australia",1998,1,9.53564e+11,"F",0,-1.7547981,27.583472380867,0.0433622354692247,0.0407656000000001
"Australia",1999,1,1.00127e+12,"F",0,-1.7666733,27.6322903101607,0.0488179292936586,-0.0118752
"Australia",2000,1,1.04009e+12,"F",0,-1.7191631,27.6703283637991,0.0380380536384415,0.0475101999999998
"Australia",2001,1,1.0601e+12,"F",0,-1.7262996,27.6893843592255,0.0190559954263314,-0.00713649999999988
"Australia",2002,1,1.10111e+12,"F",0,-1.6639206,27.727339877852,0.0379555186265179,0.062379
"Australia",2003,1,1.13501e+12,"F",0,-1.851038,27.7576625773958,0.030322699543806,-0.1871174
"Australia",2004,1,1.18221e+12,"F",0,-1.7969636,27.7984066841065,0.0407441067107328,0.0540744
"Australia",2005,1,1.22025e+12,"F",0,-1.8594047,27.8300768717137,0.0316701876071477,-0.0624411
"Australia",2006,1,1.25666e+12,"F",0,-1.791333,27.8594785236665,0.0294016519528313,0.0680717
"Australia",2007,1,1.30403e+12,"F",0,-1.7588787,27.8964805853033,0.0370020616368407,0.0324543000000002
"Australia",2008,1,1.35224e+12,"F",0,-1.6756247,27.9327835925883,0.0363030072849924,0.0832539999999999
"Australia",2009,1,1.37581e+12,"F",0,-1.6704711,27.9500637645102,0.0172801719219038,0.00515359999999987
"Australia",2010,1,1.40281e+12,"F",0,-1.3862292,27.969498483787,0.019434719276731,0.2842419
"Australia",2011,1,1.43423e+12,"F",0,-1.5266982,27.9916492357608,0.0221507519738644,-0.140469
"Australia",2012,1,1.48607e+12,"F",0,-1.4089403,28.0271561674404,0.0355069316795209,0.1177579
"Australia",2013,1,1.5256e+12,"F",0,-1.4502538,28.0534088912326,0.0262527237922683,-0.0413135
"Austria",1992,1,1.82826e+11,"F",0,1.5494803,25.9318007177999,NA,NA
"Austria",1993,1,1.83789e+11,"F",0,1.5576791,25.9370541974166,0.00525347961661282,0.00819880000000017
"Austria",1994,1,1.88204e+11,"F",0,1.6901284,25.9607923178569,0.0237381204403952,0.1324493
"Austria",1995,1,1.93226e+11,"F",0,1.8819573,25.9871263252397,0.0263340073827578,0.1918289
"Austria",1996,1,1.97992e+11,"F",0,1.8326477,26.0114924627843,0.0243661375445683,-0.0493096
"Austria",1997,1,2.02563e+11,"F",0,1.7085845,26.0343167862191,0.0228243234348149,-0.1240632
"Austria",1998,1,2.10231e+11,"F",0,1.950703,26.0714727631072,0.0371559768880907,0.2421185
"Austria",1999,1,2.17672e+11,"F",0,1.9666859,26.1062551795516,0.0347824164444646,0.0159829
"Austria",2000,1,2.25655e+11,"F",0,1.9640088,26.1422731211835,0.0360179416319042,-0.0026771000000001
"Austria",2001,1,2.2759e+11,"F",0,2.0396695,26.1508116015022,0.00853848031868409,0.0756607
"Austria",2002,1,2.31444e+11,"F",0,1.985932,26.1676037805621,0.0167921790598378,-0.0537375
"Austria",2003,1,2.33449e+11,"F",0,1.8644806,26.1762294747817,0.00862569421961012,-0.1214514
"Austria",2004,1,2.39494e+11,"F",0,1.7792499,26.2017942012915,0.0255647265098204,-0.0852307000000001
"Austria",2005,1,2.45243e+11,"F",0,1.9278187,26.2255153926808,0.0237211913892708,0.1485688
"Austria",2006,1,2.54243e+11,"F",0,1.8990846,26.2615563395393,0.0360409468585594,-0.0287341000000001
"Austria",2007,1,2.63665e+11,"F",0,1.9184474,26.2979451949135,0.0363888553741276,0.0193628000000001
"Austria",2008,1,2.67452e+11,"F",0,2.0485013,26.312205947929,0.0142607530155274,0.1300539
"Austria",2009,1,2.57231e+11,"F",0,2.0727949,26.2732403508183,-0.0389655971107352,0.0242936
"Austria",2010,1,2.61781e+11,"F",0,2.5345223,26.2907741133042,0.0175337624859644,0.4617274
"Austria",2011,1,2.69201e+11,"F",0,2.1738784,26.3187241494203,0.0279500361161205,-0.3606439
"Austria",2012,1,2.71545e+11,"F",0,2.3696904,26.3273937084424,0.00866955902209199,0.195812
"Austria",2013,1,2.72411e+11,"F",0,2.2283204,26.3305777921979,0.0031840837554995,-0.14137
"Azerbaijan",1992,0,6158153822,"PF",4,0.65109533,22.5410428653508,NA,NA
"Azerbaijan",1993,0,4735620289,"NF",5,0.8940925,22.2783785558494,-0.26266430950141,0.24299717
"Azerbaijan",1994,0,3802703092,"NF",5,0.86233294,22.0589779907964,-0.219400565052993,-0.0317595599999999
"Azerbaijan",1995,0,3353984127,"NF",5,0.84705561,21.9334147677781,-0.125563223018283,-0.0152773300000001
"Azerbaijan",1996,0,3397585921,"NF",4.5,0.75428498,21.9463309931474,0.012916225369267,-0.09277063
"Azerbaijan",1997,0,3594645904,"PF",4,0.5428884,22.0027113264672,0.0563803333198223,-0.21139658
"Azerbaijan",1998,0,3954110495,"PF",4,0.67406774,22.0980215064232,0.0953101799560692,0.13117934
"Azerbaijan",1999,0,4246714671,"PF",4,0.57008749,22.1694115023616,0.071389995938322,-0.10398025
"Azerbaijan",2000,0,4718100000,"PF",4.5,0.57307607,22.2746720131291,0.105260510767494,0.00298858000000002
"Azerbaijan",2001,0,5185191900,"PF",4.5,0.59737837,22.3690726885505,0.0944006754214861,0.0243023
"Azerbaijan",2002,0,5734822241,"PF",4.5,0.86442912,22.4698225915809,0.100749903030394,0.26705075
"Azerbaijan",2003,0,6377122332,"NF",4.5,0.63728583,22.5759827874106,0.106160195829645,-0.22714329
"Azerbaijan",2004,0,7027588810,"NF",4.5,0.68568999,22.6731094981607,0.0971267107500751,0.0484041599999999
"Azerbaijan",2005,0,8882872256,"NF",4.5,0.66385776,22.9073907939033,0.234281295742676,-0.02183223
"Azerbaijan",2006,0,11947463185,"NF",4.5,0.75529909,23.2037848070141,0.296394013110717,0.09144133
"Azerbaijan",2007,0,14940183238,"NF",4.5,0.86682594,23.4273202815022,0.223535474488184,0.11152685
"Azerbaijan",2008,0,16549602628,"NF",4.5,0.89401674,23.5296279280885,0.10230764658624,0.0271908
"Azerbaijan",2009,0,18107028390,"NF",4.5,0.69682586,23.6195660086856,0.0899380805971219,-0.19719088
"Azerbaijan",2010,0,18986005022,"NF",4.5,1.2544402,23.6669679669167,0.0474019582310738,0.55761434
"Azerbaijan",2011,0,18998521111,"NF",4.5,1.0105482,23.6676269768203,0.000659009903618113,-0.243892
"Azerbaijan",2012,0,19416488575,"NF",4.5,1.268611,23.689388468579,0.021761491758749,0.2580628
"Azerbaijan",2013,0,2.0542e+10,"NF",5,1.2299558,23.74573740769,0.056348939110979,-0.0386552
"Bahamas",1992,1,NA,"F",0.5,NA,NA,NA,NA
"Bahamas",1993,1,NA,"F",0.5,NA,NA,NA,NA
"Bahamas",1994,1,NA,"F",0.5,NA,NA,NA,NA
"Bahamas",1995,1,NA,"F",0.5,NA,NA,NA,NA
"Bahamas",1996,1,NA,"F",0.5,NA,NA,NA,NA
"Bahamas",1997,1,NA,"F",0.5,NA,NA,NA,NA
"Bahamas",1998,1,NA,"F",0.5,NA,NA,NA,NA
"Bahamas",1999,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2000,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2001,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2002,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2003,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2004,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2005,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2006,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2007,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2008,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2009,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2010,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2011,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2012,1,NA,"F",0,NA,NA,NA,NA
"Bahamas",2013,1,NA,"F",0,NA,NA,NA,NA
"Bahrain",1992,0,2041459584,"PF",4.5,NA,21.43693087132,NA,NA
"Bahrain",1993,0,2304195584,"NF",5,NA,21.5579974650661,0.121066593746086,NA
"Bahrain",1994,0,2298435072,"NF",5,NA,21.5554943248238,-0.00250314024232878,NA
"Bahrain",1995,0,2388763392,"NF",5,NA,21.5940416597825,0.038547334958718,NA
"Bahrain",1996,0,2486941696,"NF",5.5,NA,21.6343195579866,0.0402778982041667,NA
"Bahrain",1997,0,2563862784,"NF",5.5,NA,21.6647808581921,0.0304613002054843,NA
"Bahrain",1998,0,2686671872,"NF",5.5,NA,21.7115690422639,0.046788184071815,NA
"Bahrain",1999,0,2802198784,"NF",5.5,NA,21.7536702259566,0.042101183692612,NA
"Bahrain",2000,0,2950715136,"NF",5.5,NA,21.8053133969025,0.0516431709459013,NA
"Bahrain",2001,0,3024218466,"NF",4.5,NA,21.8299185367018,0.0246051397993838,NA
"Bahrain",2002,0,3133518177,"PF",4,NA,21.8654222284738,0.0355036917719964,NA
"Bahrain",2003,0,3322279823,"PF",4,NA,21.9239170778833,0.058494849409449,NA
